time,susceptible,exposed,infected,recovered,asymptomatic,new_exposed,new_infected,new_recovered,new_asymptomatic,deaths
11,0.9997168999999999,0.0002083696666666667,2.4788666666666665e-05,1.2434e-05,3.733566666666666e-05,4.3604000000000005e-05,5.911666666666667e-06,3.5656666666666666e-06,8.868e-06,1.0533333333333332e-07
12,0.9996682666666666,0.00024000766666666668,2.9830333333333335e-05,1.6782333333333334e-05,4.4949e-05,4.867833333333334e-05,6.816333333333334e-06,4.348333333333333e-06,1.0223666666666665e-05,1.42e-07
13,0.9996231333333334,0.00026561799999999996,3.550633333333333e-05,2.2017e-05,5.352799999999999e-05,4.514399999999999e-05,7.814e-06,5.234666666666667e-06,1.172e-05,1.8633333333333332e-07
14,0.9995719,0.000294604,4.185666666666667e-05,2.8254333333333335e-05,6.313366666666666e-05,5.1232e-05,8.898666666666667e-06,6.237333333333334e-06,1.3347666666666666e-05,2.3933333333333333e-07
15,0.9995164333333334,0.0003183453333333333,5.1437333333333336e-05,3.5885999999999995e-05,7.758866666666667e-05,5.5470666666666664e-05,1.2692333333333332e-05,7.631666666666667e-06,1.9037999999999996e-05,3.02e-07
16,0.9994516,0.00034986733333333334,6.058266666666667e-05,4.614666666666667e-05,9.139866666666668e-05,6.481399999999999e-05,1.3317666666666668e-05,1.0260666666666666e-05,1.9975999999999996e-05,3.7900000000000005e-07
17,0.9993781333333335,0.0003885756666666666,6.923199999999999e-05,5.915e-05,0.000104463,7.3515e-05,1.3923333333333333e-05,1.3003333333333333e-05,2.0885666666666662e-05,4.693333333333333e-07
18,0.9992976666666666,0.00043210633333333335,7.779966666666667e-05,7.4508e-05,0.00011741433333333333,8.051366666666667e-05,1.4792666666666666e-05,1.5358e-05,2.2189333333333328e-05,5.723333333333333e-07
19,0.9992111666666668,0.0004779863333333332,8.700300000000001e-05,9.189033333333332e-05,0.00013132666666666666,8.649200000000001e-05,1.6246e-05,1.7382333333333335e-05,2.4369e-05,6.87e-07
20,0.9991188333333331,0.000524598,9.743033333333333e-05,0.00011130066666666666,0.00014708699999999998,9.234066666666665e-05,1.8292333333333334e-05,1.9410333333333333e-05,2.7438000000000004e-05,8.166666666666666e-07
21,0.9990200666666667,0.0005716613333333333,0.00010928699999999999,0.00013304066666666668,0.00016500466666666668,9.872466666666667e-05,2.0665333333333337e-05,2.1740000000000002e-05,3.0997e-05,9.619999999999999e-07
22,0.9989141000000001,0.0006202283333333334,0.00012229933333333332,0.000157542,0.000184675,0.00010591333333333332,2.2940000000000007e-05,2.4501333333333332e-05,3.4409333333333336e-05,1.124e-06
23,0.9988004333333333,0.0006710673333333331,0.00013628099999999998,0.000185165,0.000205812,0.00011376466666666666,2.5170333333333335e-05,2.7623e-05,3.775633333333334e-05,1.3053333333333332e-06
24,0.9986792333333331,0.0007233753333333332,0.00015122266666666665,0.00021618600000000002,0.00022840133333333333,0.00012106533333333331,2.7504000000000003e-05,3.102100000000001e-05,4.1255000000000004e-05,1.5079999999999998e-06
25,0.9985493666666668,0.0007785689999999999,0.00016707666666666667,0.00025087233333333334,0.00025237266666666664,0.000129934,2.989666666666667e-05,3.4686333333333334e-05,4.484533333333333e-05,1.7333333333333334e-06
26,0.9984101666666666,0.000836883,0.00018383866666666667,0.0002894686666666666,0.000277733,0.00013928233333333336,3.2389333333333345e-05,3.859633333333332e-05,4.858366666666667e-05,1.9816666666666666e-06
27,0.9982636999999998,0.0008989056666666667,0.00019921233333333334,0.0003349503333333333,0.000300976,0.00014640166666666666,3.3751666666666664e-05,4.548166666666666e-05,5.062766666666668e-05,2.2543333333333336e-06
28,0.9981110000000001,0.0009600996666666666,0.000216057,0.00038378399999999997,0.00032644099999999996,0.00015264166666666666,3.657899999999999e-05,4.883366666666666e-05,5.486900000000002e-05,2.5503333333333334e-06
29,0.9979509333333332,0.001022132,0.00023410699999999995,0.0004362066666666667,0.00035374633333333326,0.00016013800000000002,3.924333333333334e-05,5.242266666666667e-05,5.886533333333334e-05,2.8716666666666666e-06
30,0.9977822333333334,0.0010843810000000001,0.00025388599999999993,0.0004927043333333333,0.00038365766666666656,0.00016879433333333337,4.2618000000000004e-05,5.649766666666666e-05,6.3928e-05,3.2199999999999997e-06
31,0.9976062666666667,0.001145758666666667,0.00027485599999999986,0.0005541916666666667,0.00041536866666666664,0.000175929,4.582233333333334e-05,6.148733333333335e-05,6.873333333333333e-05,3.5969999999999996e-06
32,0.9974198000000001,0.0012103373333333335,0.00029640799999999996,0.0006214873333333333,0.00044797133333333335,0.0001864553333333333,4.8749666666666665e-05,6.729733333333334e-05,7.312433333333335e-05,4.007e-06
33,0.9972224999999999,0.001278712,0.0003182533333333333,0.0006950410000000002,0.0004810226666666666,0.0001972753333333333,5.1562e-05,7.355333333333333e-05,7.734266666666665e-05,4.448333333333334e-06
34,0.9970144333333335,0.0013508296666666665,0.00034044533333333325,0.0007747983333333333,0.0005146039999999999,0.0002081343333333333,5.440766666666668e-05,7.975666666666665e-05,8.161199999999999e-05,4.9233333333333325e-06
35,0.9967986666666666,0.001422963,0.000363189,0.0008607746666666667,0.0005490233333333331,0.0002157943333333333,5.7465333333333334e-05,8.597666666666666e-05,8.6199e-05,5.4316666666666675e-06
36,0.9965741666666668,0.0014953720000000002,0.000386701,0.0009531780000000002,0.0005846029999999999,0.00022446200000000006,6.0821666666666674e-05,9.240366666666664e-05,9.123266666666665e-05,5.973333333333334e-06
37,0.9963386,0.0015699773333333331,0.00041111066666666665,0.0010522053333333334,0.000621539,0.00023557099999999998,6.4387e-05,9.902466666666663e-05,9.657966666666665e-05,6.550666666666667e-06
38,0.9960915666666668,0.0016474209999999994,0.0004362136666666667,0.0011581053333333334,0.000659519,0.00024706433333333334,6.7849e-05,0.00010590233333333334,0.00010177333333333332,7.166666666666665e-06
39,0.9958360999999999,0.0017241796666666667,0.00046260033333333345,0.0012698376666666668,0.0006994616666666667,0.0002554906666666667,7.149399999999999e-05,0.00011173266666666665,0.00010724233333333333,7.818666666666667e-06
40,0.9955709333333337,0.0018010933333333329,0.000489721,0.0013891473333333332,0.0007405146666666667,0.0002651076666666667,7.527933333333334e-05,0.00011930866666666666,0.00011291933333333331,8.510999999999999e-06
41,0.9952933333333333,0.0018817390000000001,0.0005173746666666666,0.001515993666666667,0.0007823736666666665,0.000277762,7.884600000000001e-05,0.00012684633333333333,0.00011826966666666667,9.242333333333333e-06
42,0.9950027333333333,0.001966554666666667,0.0005451093333333334,0.001651207333333333,0.0008243503333333333,0.000290538,8.229066666666665e-05,0.00013521333333333331,0.00012343466666666663,1.0015333333333334e-05
43,0.9946996333333334,0.0020548709999999998,0.0005731686666666667,0.0017946236666666665,0.0008668146666666666,0.00030310099999999996,8.591433333333332e-05,0.00014341766666666668,0.00012887199999999998,1.0830000000000001e-05
44,0.9943840666666669,0.0021459616666666672,0.0006019263333333333,0.001946019,0.0009103440000000001,0.00031566200000000003,8.982766666666666e-05,0.00015139299999999996,0.00013474233333333333,1.1687666666666667e-05
45,0.9940551999999998,0.0022405043333333327,0.0006313529999999999,0.0021053963333333334,0.0009548763333333334,0.00032880966666666664,9.370766666666666e-05,0.00015937633333333335,0.0001405606666666667,1.2586666666666666e-05
46,0.9937132666666666,0.00233694,0.0006620066666666665,0.0022728963333333335,0.0010012566666666666,0.00034195033333333326,9.820533333333333e-05,0.00016749933333333334,0.00014730733333333338,1.3530333333333333e-05
47,0.9933577333333333,0.002435520666666667,0.0006938366666666667,0.002448962,0.0010494346666666669,0.000355679,0.00010284100000000001,0.00017606766666666666,0.00015426233333333336,1.4520333333333334e-05
