time,susceptible,exposed,infected,recovered,asymptomatic,new_exposed,new_infected,new_recovered,new_asymptomatic,deaths
48,0.9929878,0.002536578999999999,0.0007267356666666667,0.0026341103333333343,0.0010992203333333337,0.0003699680000000001,0.00010756500000000002,0.00018514966666666663,0.00016134799999999996,1.5558999999999998e-05
49,0.992603066666667,0.0026415446666666668,0.0007601703333333336,0.002828753333333334,0.0011498146666666664,0.0003847603333333333,0.00011191933333333336,0.00019463933333333338,0.0001678783333333334,1.6647333333333336e-05
50,0.9922032999999999,0.002750055333333333,0.000794379,0.0030328619999999995,0.00120157,0.00039976733333333336,0.00011650266666666666,0.00020411233333333335,0.00017475433333333332,1.7782999999999996e-05
51,0.9917883333333334,0.00286131,0.0008296656666666667,0.0032467766666666657,0.001254961333333333,0.0004150879999999999,0.00012153199999999993,0.00021391566666666668,0.00018229833333333327,1.8971000000000002e-05
52,0.9913574666666667,0.0029754179999999996,0.000866065,0.003470832666666667,0.0013100290000000003,0.0004309103333333333,0.00012672333333333332,0.0002240536666666667,0.00019008400000000003,2.0209999999999995e-05
53,0.9909134,0.0030905766666666657,0.0009032610000000001,0.003704985666666667,0.0013663003333333336,0.0004441283333333333,0.0001315886666666667,0.00023415466666666673,0.00019738300000000009,2.1506333333333334e-05
54,0.9904527666666668,0.003209455333333333,0.0009415066666666666,0.003949262,0.0014241816666666666,0.0004606846666666667,0.00013672133333333331,0.00024427566666666666,0.00020508266666666657,2.2854999999999997e-05
55,0.9899796333333332,0.0033267516666666665,0.0009811406666666667,0.004204029333333335,0.0014841676666666667,0.00047314399999999994,0.00014234066666666664,0.0002547683333333333,0.00021351033333333325,2.4262333333333333e-05
56,0.9894890999999999,0.003447413333333332,0.0010219723333333335,0.004469830666666668,0.0015459476666666667,0.0004905996666666665,0.00014797533333333335,0.00026579899999999994,0.000221963,2.5729e-05
57,0.9889805999999999,0.003572059333333333,0.0010638916666666667,0.0047468353333333345,0.0016093879999999998,0.0005086009999999999,0.00015358266666666662,0.000277009,0.00023037400000000004,2.725733333333333e-05
58,0.9884536333333335,0.0037012030000000006,0.0011065503333333336,0.005035888333333333,0.0016739519999999998,0.0005270736666666667,0.00015917333333333335,0.000289051,0.00023875966666666673,2.8851000000000002e-05
59,0.9879104666666669,0.0038319416666666665,0.0011500276666666668,0.005337255666666666,0.0017397483333333333,0.0005431080000000002,0.00016494633333333334,0.00030136799999999994,0.0002474196666666666,3.0508333333333334e-05
60,0.9873484666666668,0.003966705333333333,0.0011944256666666664,0.005651183999999999,0.0018069413333333334,0.0005620609999999999,0.00017092133333333333,0.00031392233333333333,0.00025638266666666674,3.2228000000000004e-05
61,0.9867671333333337,0.004105216,0.001240085,0.0059774266666666655,0.0018760519999999996,0.0005813880000000001,0.00017715166666666668,0.0003262466666666666,0.0002657273333333333,3.401666666666666e-05
62,0.9861659666666667,0.004247609666666667,0.0012869866666666667,0.006316466000000001,0.0019470400000000001,0.0006012573333333333,0.0001835466666666667,0.00033904366666666667,0.0002753193333333333,3.587366666666667e-05
63,0.9855479000000001,0.004390476333333334,0.0013350383333333334,0.006668983333333334,0.0020197623333333336,0.0006181556666666669,0.00019011699999999998,0.00035251133333333344,0.0002851766666666667,3.7802666666666677e-05
64,0.984911333333333,0.004535013666666667,0.001384273333333333,0.007035333999999998,0.002094270666666667,0.0006367166666666665,0.00019687000000000003,0.0003663503333333334,0.00029530466666666667,3.980066666666666e-05
65,0.9842559333333334,0.004681063,0.0014348933333333332,0.007415397333333335,0.002170875333333333,0.0006554996666666668,0.00020377966666666666,0.0003800636666666665,0.00030566900000000006,4.1874000000000006e-05
66,0.9835830000000001,0.004827162,0.001486765333333333,0.007809691999999997,0.0022493780000000007,0.0006730009999999999,0.0002107646666666667,0.00039429766666666664,0.000316147,4.4023333333333336e-05
