0
4,211498,1,0,0,0,0,0,0,0,0,0
3,584361,1,0,0,0,0,0,0,0,0,0
26,32689,1,0,0,0,0,0,0,0,0,0
28,3.12036e+06,0.845,0.005,0.05,0,0.005,0.05,0,0,0.1,0.1
20,208711,1,0,0,0,0,0,0,0,0,0
15,106317,1,0,0,0,0,0,0,0,0,0
21,129752,1,0,0,0,0,0,0,0,0,0
29,619087,1,0,0,0,0,0,0,0,0,0
17,424830,1,0,0,0,0,0,0,0,0,0
31,599589,1,0,0,0,0,0,0,0,0,0
25,114081,1,0,0,0,0,0,0,0,0,0
24,87675,1,0,0,0,0,0,0,0,0,0
22,1.05466e+06,1,0,0,0,0,0,0,0,0,0
13,188937,1,0,0,0,0,0,0,0,0,0
9,311908,1,0,0,0,0,0,0,0,0,0
6,149960,1,0,0,0,0,0,0,0,0,0
34,114434,1,0,0,0,0,0,0,0,0,0
30,168493,1,0,0,0,0,0,0,0,0,0
5,592163,1,0,0,0,0,0,0,0,0,0
7,1.60595e+06,1,0,0,0,0,0,0,0,0,0
19,169884,1,0,0,0,0,0,0,0,0,0
2,139757,1,0,0,0,0,0,0,0,0,0
1,1.2258e+06,1,0,0,0,0,0,0,0,0,0
18,147977,1,0,0,0,0,0,0,0,0,0
33,83441,1,0,0,0,0,0,0,0,0,0
16,212719,1,0,0,0,0,0,0,0,0,0
32,712402,1,0,0,0,0,0,0,0,0,0
8,130964,1,0,0,0,0,0,0,0,0,0
12,199023,1,0,0,0,0,0,0,0,0,0
23,173170,1,0,0,0,0,0,0,0,0,0
11,507524,1,0,0,0,0,0,0,0,0,0
10,155203,1,0,0,0,0,0,0,0,0,0
14,472485,1,0,0,0,0,0,0,0,0,0
27,108631,1,0,0,0,0,0,0,0,0,0
1
28,3.11958e+06,0.719691,0.130306,0.0392535,0.0105,0.125309,3.5e-06,0.0105,0.00025,0,0.1
7,1.60595e+06,0.981395,0.0186046,0,0,0.0186046,0,0,0,0,0
1,1.2258e+06,0.969831,0.0301689,0,0,0.0301689,0,0,0,0,0
32,712402,0.994153,0.00584732,0,0,0.00584732,0,0,0,0,0
2
28,3.11897e+06,0.617342,0.232396,0.0295681,0.0202477,0.102349,0.000258596,0.00974775,0.00044627,0,0.1
7,1.60595e+06,0.963886,0.0361013,1.30229e-05,0,0.0175097,1.30229e-05,0,0,0,0
1,1.2258e+06,0.941772,0.0582066,2.11207e-05,0,0.0280588,2.11207e-05,0,0,0,0
32,712402,0.988578,0.011418,4.09535e-06,0,0.00557473,4.09535e-06,0,0,0,0
3
28,3.1185e+06,0.53293,0.31186,0.0252987,0.0293175,0.0844119,0.00494826,0.00906977,0.000594112,0,0.1
29,619087,0.999996,4.14e-06,0,0,4.14e-06,0,0,0,0,0
31,599589,0.999993,6.63e-06,0,0,6.63e-06,0,0,0,0,0
13,188937,0.999999,1.28e-06,0,0,1.28e-06,0,0,0,0,0
9,311908,0.999997,2.68e-06,0,0,2.68e-06,0,0,0,0,0
7,1.60595e+06,0.947333,0.0520058,0.000660136,9.1023e-07,0.0165526,0.000648089,9.1023e-07,6.539e-08,0,0
1,1.2258e+06,0.915548,0.0833799,0.00107023,1.47778e-06,0.026224,0.0010507,1.47778e-06,1.0807e-07,0,0
18,147977,1,3e-08,0,0,3e-08,0,0,0,0,0
32,712402,0.983236,0.0165561,0.000207527,2.8807e-07,0.00534191,0.00020374,2.8807e-07,2e-08,0,0
4
28,3.11811e+06,0.461256,0.364341,0.0355932,0.0380884,0.0716734,0.0191919,0.00877091,0.0007206,0,0.1
29,619087,0.999786,0.00021393,0,0,0.00020979,0,0,0,0,0
31,599589,0.999743,0.000256986,0,0,0.000250356,0,0,0,0,0
13,188937,0.999934,6.603e-05,0,0,6.475e-05,0,0,0,0,0
9,311908,0.999861,0.00013852,0,0,0.00013584,0,0,0,0,0
7,1.60595e+06,0.930513,0.0660053,0.00343098,4.71187e-05,0.0168198,0.00282035,4.62085e-05,3.36556e-06,0,0
1,1.22579e+06,0.889601,0.104766,0.00555153,7.63907e-05,0.0259473,0.00456157,7.49129e-05,5.46097e-06,0,0
18,147977,0.999999,1.34e-06,0,0,1.31e-06,0,0,0,0,0
32,712401,0.977529,0.0213738,0.00108093,1.48135e-05,0.00570666,0.000888961,1.45254e-05,1.05755e-06,0,0
5
28,3.11755e+06,0.396198,0.394973,0.0603499,0.04758,0.0650583,0.0344262,0.00949152,0.000898562,0,0.1
29,619087,0.999025,0.000974622,2.9e-07,0,0.000760982,2.9e-07,0,0,0,0
31,599589,0.998637,0.00136236,4.0216e-07,0,0.00110578,4.0216e-07,0,0,0,0
13,188937,0.999699,0.000301329,9e-08,0,0.000235389,9e-08,0,0,0,0
9,311908,0.999369,0.000631104,1.9e-07,0,0.000492774,1.9e-07,0,0,0,0
7,1.60592e+06,0.910997,0.0800827,0.00861204,0.000287289,0.0195158,0.00543839,0.00024017,2.05229e-05,0,0
1,1.22576e+06,0.860057,0.125553,0.0138922,0.000464999,0.029544,0.008757,0.000388608,3.32174e-05,0,0
18,147977,0.999994,6.11781e-06,0,0,4.77781e-06,0,0,0,0,0
32,712397,0.970072,0.0271081,0.00272267,9.04789e-05,0.00745709,0.00172281,7.56654e-05,6.46313e-06,0,0
6
3,584361,1,7e-08,0,0,7e-08,0,0,0,0,0
28,3.11661e+06,0.334226,0.413609,0.0921599,0.0588045,0.0619719,0.0433362,0.0112245,0.0012003,0,0.1
21,129752,1,4e-08,0,0,4e-08,0,0,0,0,0
29,619087,0.997322,0.00266908,8.46518e-06,2e-08,0.00170265,8.19518e-06,2e-08,0,0,0
31,599589,0.996189,0.00380096,1.04904e-05,3e-08,0.00244872,1.01183e-05,3e-08,0,0,0
13,188937,0.999106,0.000891747,2.61e-06,1e-08,0.000592943,2.53e-06,1e-08,0,0,0
9,311908,0.998266,0.00172872,5.48539e-06,1e-08,0.00110292,5.30539e-06,1e-08,0,0,0
30,168493,1,1e-08,0,0,1e-08,0,0,0,0,0
5,592163,1,1.1e-07,0,0,1.1e-07,0,0,0,0,0
7,1.60585e+06,0.886482,0.0971835,0.0153811,0.000890131,0.0245158,0.00741496,0.000602842,6.35846e-05,0,0
19,169884,1,5e-08,0,0,5e-08,0,0,0,0,0
2,139757,1,4e-08,0,0,4e-08,0,0,0,0,0
1,1.22567e+06,0.824192,0.149564,0.024704,0.00143745,0.0358655,0.0118538,0.000972452,0.000102675,0,0
18,147977,0.999982,1.81715e-05,5e-08,0,1.20937e-05,5e-08,0,0,0,0
32,712388,0.95941,0.0353977,0.0048915,0.000281068,0.0106626,0.00237303,0.00019059,2.00763e-05,0,0
27,108631,1,2e-08,0,0,2e-08,0,0,0,0,0
7
3,584361,0.999998,2.03e-06,0,0,1.96e-06,0,0,0,0,0
28,3.11517e+06,0.278348,0.423247,0.124488,0.0722557,0.0558778,0.0462397,0.0134512,0.0016611,0,0.1
21,129752,0.999999,1.11e-06,0,0,1.07e-06,0,0,0,0,0
29,619087,0.994644,0.00529468,6.05769e-05,6.1e-07,0.00267834,5.27417e-05,5.9e-07,4e-08,0,0
31,599589,0.991899,0.00802019,7.99435e-05,7.6755e-07,0.00428947,7.02407e-05,7.3755e-07,5e-08,0,0
13,188937,0.998036,0.00194463,1.87534e-05,2e-07,0.00106923,1.63434e-05,1.9e-07,1e-08,0,0
9,311908,0.996528,0.00343253,3.92268e-05,3.9e-07,0.00173796,3.41514e-05,3.8e-07,3e-08,0,0
30,168493,1,3.5e-07,0,0,3.4e-07,0,0,0,0,0
5,592163,0.999997,3.22e-06,0,0,3.11e-06,0,0,0,0,0
7,1.60573e+06,0.857518,0.11736,0.0230152,0.0019668,0.028964,0.00878765,0.00107667,0.000140492,0,0
19,169884,0.999998,1.54e-06,0,0,1.49e-06,0,0,0,0,0
2,139757,0.999999,1.15e-06,0,0,1.11e-06,0,0,0,0,0
1,1.22552e+06,0.781557,0.178314,0.0367362,0.00316673,0.0426343,0.013885,0.00172928,0.000226198,0,0
18,147977,0.999958,4.12605e-05,3.8216e-07,0,2.34312e-05,3.3216e-07,0,0,0,0
32,712370,0.944789,0.0471293,0.00741325,0.000623476,0.0146202,0.00288862,0.000342407,4.45365e-05,0,0
27,108631,1,4.9e-07,0,0,4.7e-07,0,0,0,0,0
8
3,584361,0.999984,1.603e-05,0,0,1.4e-05,0,0,0,0,0
28,3.11323e+06,0.227077,0.428637,0.154033,0.0879698,0.0512719,0.045882,0.0157141,0.00228353,0,0.1
21,129752,0.999991,9.26e-06,0,0,8.15e-06,0,0,0,0,0
29,619087,0.990583,0.00917304,0.000238361,4.85319e-06,0.00406069,0.00018233,4.24319e-06,3.4216e-07,0,0
31,599589,0.986216,0.0134473,0.00033023,6.36025e-06,0.0056834,0.00025628,5.5927e-06,4.5023e-07,0,0
13,188937,0.996563,0.00335884,7.61716e-05,1.50518e-06,0.00147302,5.88134e-05,1.30518e-06,1e-07,0,0
9,311908,0.993878,0.00596417,0.000154375,3.12994e-06,0.00264972,0.000118078,2.73994e-06,2.2e-07,0,0
30,168493,0.999997,2.82e-06,0,0,2.47e-06,0,0,0,0,0
5,592163,0.999974,2.55e-05,1e-08,0,2.228e-05,1e-08,0,0,0,0
7,1.60554e+06,0.823048,0.141736,0.0313823,0.00357786,0.0344696,0.0100933,0.00161106,0.000255566,0,0
19,169884,0.999988,1.235e-05,0,0,1.081e-05,0,0,0,0,0
2,139757,0.999991,9.09e-06,0,0,7.94e-06,0,0,0,0,0
1,1.22529e+06,0.734601,0.209589,0.0496622,0.00573827,0.0469566,0.0156812,0.00257154,0.000409878,0,0
18,147977,0.999916,8.23382e-05,1.5595e-06,2e-08,4.22755e-05,1.19734e-06,2e-08,0,0,0
32,712344,0.927207,0.0611921,0.0103772,0.0011424,0.0175827,0.00351991,0.000518928,8.15992e-05,0,0
27,108631,0.999996,3.96e-06,0,0,3.47e-06,0,0,0,0,0
9
3,584361,0.999929,7.105e-05,9e-08,0,5.511e-05,9e-08,0,0,0,0
